code,year,d_alcohol_use_disorders,d_neonatal_disorders,d_conflict_and_terrorism,d_diarrheal_diseases,d_environmental_heat_and_cold_exposure
NIU,2017,0,0,0,0,0
NIU,2018,0,0,0,0,0
NIU,2019,0,0,0,0,0
WB,1990,7455,20566,21,752,1603
WB,1991,7587,19497,159,817,1542
WB,1992,7778,18396,79,890,1509
WB,1993,7962,17851,72,1007,1779
WB,1994,8129,17057,45,1123,1563
WB,1995,8273,16161,192,1271,2060
WB,1996,8382,15572,43,1449,1576
WB,1997,8518,15429,32,1717,1530
WB,1998,8766,15580,199,2096,1586
WB,1999,9158,15709,53,2783,1608
WB,2000,9562,15756,41,3639,1426
WB,2001,9989,15581,4286,4517,1354
WB,2002,10371,15816,67,5577,1536
WB,2003,10699,15975,538,6696,1316
WB,2004,11006,15872,930,7869,1297
WB,2005,11339,16156,973,9134,1437
WB,2006,11677,16279,984,10201,1570
WB,2007,11931,16310,1061,11056,1320
WB,2008,12257,15715,519,11868,1303
WB,2009,12570,14765,534,12328,1290
WB,2010,12960,13935,595,12710,1301
WB,2011,13396,13675,489,13137,1324
WB,2012,13838,13529,327,13267,1324
WB,2013,14337,13476,170,13277,1373
WB,2014,14834,13335,98,13229,1389
WB,2015,15328,13257,74,13286,1424
WB,2016,15675,13038,59,13225,1492
WB,2017,15506,12599,17,13009,1470
WB,2018,15512,12155,2,13232,1562
WB,2019,15406,11910,32,13470,1506
PRK,1990,231,13601,0,1009,106
PRK,1991,237,13417,0,971,106
PRK,1992,243,13157,0,930,106
PRK,1993,249,12833,0,890,107
PRK,1994,256,12380,3,858,107
PRK,1995,262,11825,0,828,107
PRK,1996,269,11149,0,808,107
PRK,1997,277,10472,0,784,108
PRK,1998,284,9817,0,762,111
PRK,1999,291,9178,0,742,112
PRK,2000,298,8569,0,722,111
PRK,2001,304,7961,0,684,110
PRK,2002,308,7416,0,644,110
PRK,2003,313,6931,0,613,111
PRK,2004,318,6470,0,580,112
PRK,2005,324,6031,0,546,112
PRK,2006,331,5616,0,512,112
PRK,2007,338,5224,0,482,111
PRK,2008,344,4888,0,499,111
PRK,2009,349,4535,0,476,110
PRK,2010,354,4198,0,452,109
PRK,2011,359,3875,0,431,108
PRK,2012,363,3568,0,409,108
PRK,2013,366,3270,0,387,108
PRK,2014,369,2986,0,371,108
PRK,2015,371,2723,0,352,109
PRK,2016,374,2473,0,338,109
PRK,2017,377,2235,0,326,109
PRK,2018,381,2023,0,305,108
PRK,2019,384,1855,0,289,109
MKD,1990,23,591,0,176,4
MKD,1991,23,516,27,170,4
MKD,1992,25,502,1,164,4
MKD,1993,26,424,1,141,4
MKD,1994,26,405,0,128,4
MKD,1995,27,361,3,106,4
MKD,1996,29,292,0,79,4
MKD,1997,29,261,0,64,3
MKD,1998,31,282,0,58,4
MKD,1999,32,229,6,44,4
MKD,2000,32,203,6,34,4
MKD,2001,34,193,107,27,19
MKD,2002,36,182,23,21,4
MKD,2003,36,205,15,18,4
MKD,2004,34,190,0,15,20
MKD,2005,33,166,0,12,5
MKD,2006,31,181,6,10,5
MKD,2007,30,166,12,9,5
MKD,2008,27,164,3,8,5
MKD,2009,26,172,0,8,5
MKD,2010,26,135,0,7,6
MKD,2011,25,128,0,7,5
MKD,2012,25,149,5,7,7
MKD,2013,25,155,0,7,6
MKD,2014,25,153,0,7,6
MKD,2015,25,146,0,7,5
MKD,2016,26,174,0,7,5
MKD,2017,26,139,0,7,8
MKD,2018,27,125,0,7,5
MKD,2019,27,113,0,7,5
NOR,1990,16,119,117,3,6
NOR,1991,16,113,123,3,6
NOR,1992,17,102,124,4,6
NOR,1993,18,101,47,5,6
NOR,1994,20,93,82,5,6
NOR,1995,22,90,9,6,6
NOR,1996,25,83,12,7,6
NOR,1997,27,81,28,9,6
NOR,1998,30,77,77,11,6
NOR,1999,34,72,45,13,6
NOR,2000,38,65,8,17,6
NOR,2001,45,62,9,20,5
NOR,2002,48,60,2,25,5
NOR,2003,52,63,4,29,5
NOR,2004,56,66,1,34,5
NOR,2005,59,69,2,39,5
NOR,2006,62,71,2,46,5
NOR,2007,65,74,6,49,5
NOR,2008,66,74,2,50,5
NOR,2009,66,74,6,47,6
NOR,2010,66,75,3,45,5
NOR,2011,66,69,1,42,4
NOR,2012,66,62,1,40,4
NOR,2013,65,63,2,39,4
NOR,2014,65,64,0,36,4
NOR,2015,65,64,1,37,4
NOR,2016,65,61,6,36,4
NOR,2017,65,59,0,37,4
NOR,2018,65,57,0,38,4
NOR,2019,65,56,0,39,4
MNP,1990,1,5,0,1,0
MNP,1991,2,5,0,1,0
MNP,1992,2,5,0,1,0
MNP,1993,1,4,0,1,0
MNP,1994,1,4,0,1,0
MNP,1995,1,4,0,1,0
MNP,1996,2,4,0,1,0
MNP,1997,2,5,0,1,0
MNP,1998,2,7,0,1,0
MNP,1999,2,7,0,1,0
MNP,2000,2,7,0,1,0
MNP,2001,2,6,0,1,0
MNP,2002,2,5,0,1,0
MNP,2003,2,4,0,1,0
MNP,2004,2,4,1,1,0
MNP,2005,2,3,2,1,0
MNP,2006,2,3,0,2,0
MNP,2007,2,3,2,2,0
MNP,2008,2,3,0,2,0
MNP,2009,2,3,0,2,0
MNP,2010,2,2,0,2,0
MNP,2011,2,2,0,2,0
MNP,2012,2,2,0,2,0
MNP,2013,2,2,0,2,0
MNP,2014,2,2,0,2,0
MNP,2015,2,2,0,2,0
MNP,2016,2,2,0,2,0
MNP,2017,2,2,0,2,0
MNP,2018,2,2,0,2,0
MNP,2019,2,2,0,2,0
NOR,1990,290,187,0,54,34
NOR,1991,293,172,1,54,33
NOR,1992,293,157,0,57,32
NOR,1993,296,143,0,62,31
NOR,1994,297,137,0,68,29
NOR,1995,290,122,0,75,29
NOR,1996,280,118,0,84,27
NOR,1997,273,114,0,91,29
NOR,1998,262,108,0,99,30
NOR,1999,263,111,1,113,30
NOR,2000,255,104,0,128,32
NOR,2001,257,99,1,143,33
NOR,2002,258,95,0,170,34
NOR,2003,260,93,0,191,34
NOR,2004,254,88,0,208,36
NOR,2005,252,86,0,240,32
NOR,2006,253,86,0,268,32
NOR,2007,250,83,1,300,32
NOR,2008,252,81,1,328,32
NOR,2009,251,84,1,347,34
NOR,2010,251,76,5,360,35
NOR,2011,248,69,77,376,36
NOR,2012,244,69,0,381,35
NOR,2013,239,66,0,379,36
NOR,2014,235,65,0,367,34
NOR,2015,231,63,0,364,33
NOR,2016,228,59,0,359,33
NOR,2017,227,56,0,356,31
NOR,2018,235,54,0,353,31
NOR,2019,241,53,0,349,32
OEC,1990,32062,134286,1297,36298,6182
OEC,1991,33079,128591,1476,33385,6208
OEC,1992,34052,122573,3536,30373,6155
OEC,1993,35006,116671,2816,28043,6592
OEC,1994,35963,111926,5754,25762,6537
OEC,1995,36533,106596,3857,24251,7202
OEC,1996,36691,101480,3923,22743,6492
OEC,1997,37008,96907,2653,21634,6406
OEC,1998,37528,93150,2484,20994,6469
OEC,1999,37952,89422,1449,20915,6525
OEC,2000,38223,86031,416,21402,6283
OEC,2001,38741,83037,5012,22142,6479
OEC,2002,39159,80498,1370,23516,6531
OEC,2003,39709,77873,1445,24960,8308
OEC,2004,40166,74634,2180,26368,6714
OEC,2005,40753,71709,1752,28442,6842
OEC,2006,41214,68766,2038,30197,7464
OEC,2007,41636,66334,2042,31949,6848
OEC,2008,42028,63464,1891,33531,6699
OEC,2009,42211,60675,1551,34494,6855
OEC,2010,42517,57967,1185,35306,7153
OEC,2011,42962,55426,1474,35988,6888
OEC,2012,43505,53583,1505,36790,7055
OEC,2013,44120,52123,1628,37401,6727
OEC,2014,44779,50755,3212,37611,6557
OEC,2015,45573,49226,1976,38383,6856
OEC,2016,46153,47437,3072,38514,6643
OEC,2017,46153,44780,520,38105,6521
OEC,2018,46388,42653,1617,38465,6738
OEC,2019,46492,40860,350,38921,8191
OMN,1990,4,962,0,110,12
OMN,1991,4,907,0,93,11
OMN,1992,4,820,0,80,11
OMN,1993,4,754,0,69,11
OMN,1994,4,694,0,61,10
OMN,1995,5,636,0,56,10
OMN,1996,5,578,0,51,10
OMN,1997,5,523,0,47,10
OMN,1998,5,473,0,43,10
OMN,1999,5,428,0,41,9
OMN,2000,5,386,0,39,9
OMN,2001,5,351,0,37,9
OMN,2002,5,318,0,35,9
OMN,2003,5,288,0,34,8
OMN,2004,5,260,0,32,8
OMN,2005,5,235,0,31,8
OMN,2006,5,234,0,31,8
OMN,2007,6,246,0,31,9
OMN,2008,6,270,0,32,9
OMN,2009,6,298,0,34,9
OMN,2010,6,313,0,34,9
OMN,2011,7,340,0,35,10
OMN,2012,8,367,0,36,10
OMN,2013,8,388,0,37,10
OMN,2014,8,398,0,37,9
OMN,2015,8,413,0,37,9
OMN,2016,8,430,0,38,10
OMN,2017,8,398,0,37,9
OMN,2018,8,367,0,36,9
OMN,2019,8,340,0,36,9
PAK,1990,912,209471,261,133214,308
PAK,1991,949,215677,264,131305,821
PAK,1992,989,220033,155,130725,309
PAK,1993,1030,221948,5,131228,318
PAK,1994,1082,224753,394,130701,329
PAK,1995,1146,230297,766,128251,336
PAK,1996,1196,233324,477,125230,372
PAK,1997,1244,237085,498,123043,444
PAK,1998,1275,238742,182,120460,346
PAK,1999,1312,245567,541,117595,359
PAK,2000,1360,255847,119,113732,373
PAK,2001,1405,263707,115,109718,352
PAK,2002,1443,270655,150,107011,470
PAK,2003,1476,275729,274,104517,562
PAK,2004,1508,279893,477,101923,364
PAK,2005,1544,280580,220,98429,468
PAK,2006,1573,285100,524,96699,442
PAK,2007,1596,281495,2150,94786,370
PAK,2008,1632,283620,4676,98703,391
PAK,2009,1665,283108,8105,99408,407
PAK,2010,1701,283513,11537,97611,427
PAK,2011,1734,280869,5833,96761,423
PAK,2012,1774,279643,6963,95625,425
PAK,2013,1834,279914,5527,92577,426
PAK,2014,1897,278712,6325,90732,568
PAK,2015,1943,273242,5041,88656,1663
PAK,2016,1999,270601,2450,86393,438
PAK,2017,2050,266222,1224,85201,439
PAK,2018,2090,254217,1482,80264,615
PAK,2019,2142,249785,500,77024,436
PLW,1990,0,3,0,2,0
PLW,1991,0,3,0,2,0
PLW,1992,0,3,0,2,0
PLW,1993,0,3,0,2,0
PLW,1994,0,3,0,2,0
PLW,1995,0,3,0,2,0
PLW,1996,0,3,0,2,0
PLW,1997,0,3,0,2,0
PLW,1998,0,2,0,2,0
PLW,1999,0,2,0,1,0
PLW,2000,0,2,0,1,0
PLW,2001,0,2,0,1,0
PLW,2002,0,2,0,1,0
PLW,2003,0,2,0,1,0
PLW,2004,0,2,0,1,0
PLW,2005,0,2,0,1,0
PLW,2006,0,2,0,1,0
PLW,2007,0,2,0,1,0
PLW,2008,0,2,0,1,0
PLW,2009,0,2,0,1,0
PLW,2010,0,1,0,1,0
PLW,2011,0,1,0,1,0
PLW,2012,0,1,0,1,0
PLW,2013,0,1,0,1,0
PLW,2014,0,1,0,1,0
PLW,2015,0,1,0,1,0
PLW,2016,0,1,0,1,0
PLW,2017,0,1,0,1,0
PLW,2018,0,1,0,1,0
PLW,2019,0,1,0,2,0
PSE,1990,3,1846,482,69,2
PSE,1991,3,1838,463,66,2
PSE,1992,3,1815,513,62,2
PSE,1993,3,1801,421,59,2
PSE,1994,3,1770,240,56,2
PSE,1995,3,1749,164,53,1
PSE,1996,3,1739,138,50,1
PSE,1997,3,1736,130,48,1
PSE,1998,3,1726,163,47,1
PSE,1999,3,1715,232,46,1
PSE,2000,4,1728,2330,46,1
PSE,2001,4,1753,3268,46,1
PSE,2002,4,1781,4390,46,1
PSE,2003,4,1800,3301,47,1
PSE,2004,4,1811,3759,48,2
PSE,2005,4,1817,2472,50,2
PSE,2006,4,1805,4928,50,2
PSE,2007,4,1785,2719,51,2
PSE,2008,4,1743,6432,53,2
PSE,2009,4,1675,6130,53,2
PSE,2010,4,1595,668,52,2
PSE,2011,5,1502,744,50,2
PSE,2012,5,1388,1124,47,2
PSE,2013,5,1279,12,43,2
PSE,2014,6,1186,75,41,2
PSE,2015,6,1102,160,37,2
PSE,2016,6,1007,139,35,2
PSE,2017,6,904,126,33,2
PSE,2018,6,854,174,32,2
PSE,2019,7,812,60,31,2
PAN,1990,16,535,2,219,1
PAN,1991,17,526,2,208,1
PAN,1992,18,517,3,199,1
PAN,1993,19,515,0,191,1
PAN,1994,19,514,21,179,1
PAN,1995,20,517,3,170,1
PAN,1996,21,518,9,157,1
PAN,1997,22,513,10,156,1
PAN,1998,22,497,0,165,1
PAN,1999,22,482,0,159,1
PAN,2000,22,461,0,160,1
PAN,2001,21,439,0,164,1
PAN,2002,20,415,0,162,1
PAN,2003,22,405,0,174,1
PAN,2004,21,399,0,183,1
PAN,2005,22,397,0,197,1
PAN,2006,23,397,0,194,1
PAN,2007,21,394,0,206,1
PAN,2008,21,384,0,211,1
PAN,2009,23,385,1,219,1
PAN,2010,24,390,0,217,2
PAN,2011,26,401,0,212,2
PAN,2012,26,418,0,211,2
PAN,2013,26,424,0,211,2
PAN,2014,27,412,0,206,2
PAN,2015,29,397,0,193,2
PAN,2016,30,399,0,198,1
PAN,2017,31,383,0,193,2
PAN,2018,31,371,0,190,2
PAN,2019,32,360,0,186,2
PNG,1990,31,2241,33,2276,14
PNG,1991,32,2285,13,2322,14
PNG,1992,33,2330,47,2351,14
PNG,1993,34,2378,21,2354,14
PNG,1994,35,2422,26,2352,15
PNG,1995,36,2480,27,2370,15
PNG,1996,38,2551,104,2405,15
PNG,1997,39,2626,5,2435,16
PNG,1998,41,2751,0,2537,17
PNG,1999,43,2870,0,2604,19
PNG,2000,45,2976,0,2638,21
PNG,2001,47,3065,4,2690,21
PNG,2002,50,3155,0,2749,22
PNG,2003,52,3250,0,2778,22
PNG,2004,55,3336,0,2853,23
PNG,2005,58,3412,0,2997,24
PNG,2006,61,3491,0,3109,25
PNG,2007,64,3557,0,3149,25
PNG,2008,66,3628,0,3165,25
PNG,2009,68,3689,0,3303,25
PNG,2010,72,3760,0,3299,26
PNG,2011,76,3825,0,3208,27
PNG,2012,78,3902,0,3204,27
PNG,2013,80,3983,0,3200,27
PNG,2014,83,4054,0,3180,27
PNG,2015,87,4123,0,3137,28
PNG,2016,89,4206,0,3144,28
PNG,2017,92,4262,0,3203,28
PNG,2018,96,4316,0,3154,29
PNG,2019,99,4363,0,3116,29
PRY,1990,62,1737,1,708,2
PRY,1991,63,1690,0,690,2
PRY,1992,71,1695,0,690,2
PRY,1993,75,1679,0,672,2
PRY,1994,81,1645,5,652,2
PRY,1995,86,1662,8,626,2
PRY,1996,90,1658,0,603,3
PRY,1997,89,1636,1,569,2
PRY,1998,90,1615,0,539,3
PRY,1999,90,1600,2,509,3
PRY,2000,91,1593,0,488,11
PRY,2001,91,1545,0,462,3
PRY,2002,93,1483,0,438,3
PRY,2003,99,1439,0,411,3
PRY,2004,107,1402,0,383,4
PRY,2005,113,1335,0,349,4
PRY,2006,119,1278,0,320,4
PRY,2007,121,1197,0,292,4
PRY,2008,130,1130,0,270,5
PRY,2009,146,1065,0,253,5
PRY,2010,160,993,2,233,18
PRY,2011,177,930,0,219,6
PRY,2012,201,871,1,211,6
PRY,2013,232,821,12,202,6
PRY,2014,261,772,6,191,6
PRY,2015,293,664,13,180,6
PRY,2016,318,620,18,178,6
PRY,2017,320,611,0,179,6
PRY,2018,319,579,0,180,6
PRY,2019,318,549,0,181,6
PER,1990,322,12164,2368,6392,70
PER,1991,306,11716,2715,7580,93
PER,1992,340,11405,2007,6082,72
PER,1993,363,10954,779,5457,74
PER,1994,375,10318,450,4577,73
PER,1995,394,9746,338,4138,73
PER,1996,405,9242,179,3595,72
PER,1997,439,8935,163,3271,75
PER,1998,470,8569,40,2974,75
PER,1999,488,8248,117,2632,78
PER,2000,502,8271,9,2278,79
PER,2001,488,7932,37,1946,78
PER,2002,479,7599,22,1764,77
PER,2003,474,7336,20,1658,416
PER,2004,429,7164,9,1549,164
PER,2005,373,6956,22,1450,70
PER,2006,323,6599,18,1371,67
PER,2007,278,6153,50,1282,131
PER,2008,247,5901,40,1241,62
PER,2009,274,5933,73,1245,341
PER,2010,278,5985,29,1224,419
PER,2011,275,5807,15,1207,143
PER,2012,274,5644,40,1196,316
PER,2013,274,5569,9,1199,64
PER,2014,273,5304,18,1195,566
PER,2015,280,4956,15,1191,81
PER,2016,292,4799,22,1192,61
PER,2017,307,4441,7,1196,62
PER,2018,325,4184,0,1210,62
PER,2019,342,3933,0,1222,63
PHL,1990,917,30144,1809,22901,140
PHL,1991,944,29935,1980,21995,138
PHL,1992,992,29801,840,21416,139
PHL,1993,1039,30030,275,20785,140
PHL,1994,1079,29854,569,19779,141
PHL,1995,1109,29888,518,18601,140
PHL,1996,1153,29728,361,17488,140
PHL,1997,1167,29643,420,16395,139
PHL,1998,1180,29586,206,15514,138
PHL,1999,1137,29752,258,15757,138
PHL,2000,1080,30335,2051,14942,138
PHL,2001,1012,30966,1333,14095,138
PHL,2002,965,31304,887,13290,138
PHL,2003,928,31443,1407,12482,137
PHL,2004,910,31176,676,11293,137
PHL,2005,906,31308,536,11632,142
PHL,2006,897,31148,459,11519,148
PHL,2007,888,30781,598,11181,144
PHL,2008,901,30474,786,10991,144
PHL,2009,912,30010,1155,10882,150
PHL,2010,923,29345,527,10349,156
PHL,2011,937,29133,510,10136,159
PHL,2012,955,28607,516,10035,165
PHL,2013,972,28146,969,9590,171
PHL,2014,1000,27530,485,9456,180
PHL,2015,1032,27006,1057,9407,191
PHL,2016,1054,26639,753,9272,194
PHL,2017,1071,26106,2089,9078,194
PHL,2018,1088,24599,519,8639,192
PHL,2019,1105,23673,419,8392,192
POL,1990,2738,4406,1,109,294
POL,1991,3037,4055,0,98,339
POL,1992,3194,3685,4,89,343
POL,1993,3191,3281,0,78,355
POL,1994,3273,3571,0,77,367
POL,1995,3429,2965,0,70,396
POL,1996,3391,2602,0,68,422
POL,1997,3393,2084,2,62,431
POL,1998,3383,1831,0,59,446
POL,1999,3377,1652,0,59,477
POL,2000,3297,1454,0,55,452
POL,2001,3342,1347,0,55,476
POL,2002,3384,1288,0,56,491
POL,2003,3515,1198,0,56,496
POL,2004,3718,1168,14,55,508
POL,2005,3937,1142,0,60,529
POL,2006,4144,1115,1,64,544
POL,2007,4287,1123,1,75,539
POL,2008,4327,1120,6,87,524
POL,2009,4304,1066,0,105,515
POL,2010,4295,952,0,128,499
POL,2011,4325,860,13,155,465
POL,2012,4357,825,0,192,455
POL,2013,4335,780,0,235,420
POL,2014,4309,733,0,271,381
POL,2015,4430,695,0,308,372
POL,2016,4469,693,0,320,372
POL,2017,4425,645,0,287,363
POL,2018,4402,596,0,276,366
POL,2019,4380,545,0,265,351
PRT,1990,117,656,0,47,38
PRT,1991,117,613,0,41,39
PRT,1992,115,529,0,35,37
PRT,1993,109,470,0,32,37
PRT,1994,103,407,4,27,35
PRT,1995,101,376,1,24,35
PRT,1996,101,358,0,24,36
PRT,1997,99,344,1,23,36
PRT,1998,101,327,0,25,36
PRT,1999,106,310,1,25,37
PRT,2000,115,309,0,29,36
PRT,2001,133,285,0,34,31
PRT,2002,158,280,1,44,32
PRT,2003,166,241,0,53,69
PRT,2004,175,224,1,55,34
PRT,2005,180,218,0,63,34
PRT,2006,184,197,0,73,38
PRT,2007,193,188,0,93,42
PRT,2008,199,184,1,112,45
PRT,2009,199,185,0,133,46
PRT,2010,197,156,0,152,47
PRT,2011,192,159,1,176,46
PRT,2012,186,155,0,202,45
PRT,2013,181,141,0,234,45
PRT,2014,180,134,0,252,41
PRT,2015,180,139,0,260,38
PRT,2016,179,143,0,270,38
PRT,2017,180,121,0,253,39
PRT,2018,181,109,0,244,39
PRT,2019,182,98,0,237,40
PRI,1990,224,588,0,19,3
PRI,1991,229,544,0,20,3
PRI,1992,235,549,1,21,4
PRI,1993,238,523,0,23,5
PRI,1994,232,474,0,23,7
PRI,1995,235,483,0,25,8
PRI,1996,229,431,0,25,9
PRI,1997,224,442,12,27,9
PRI,1998,232,403,0,31,9
PRI,1999,229,392,1,37,5
PRI,2000,224,365,0,44,5
PRI,2001,212,330,0,50,4
PRI,2002,193,315,0,54,4
PRI,2003,173,298,1,60,3
PRI,2004,168,272,4,70,3
PRI,2005,162,281,6,77,3
PRI,2006,156,264,4,80,3
PRI,2007,152,247,8,85,3
PRI,2008,149,239,1,88,3
PRI,2009,150,222,1,93,3
PRI,2010,143,211,0,92,3
PRI,2011,142,213,5,96,3
PRI,2012,140,207,2,91,3
PRI,2013,139,165,1,92,3
PRI,2014,135,145,0,92,3
PRI,2015,131,128,0,86,3
PRI,2016,131,126,0,92,3
PRI,2017,136,117,9,92,3
PRI,2018,138,111,0,95,3
PRI,2019,141,108,0,96,3
QAT,1990,1,115,0,4,2
QAT,1991,1,111,0,3,2
QAT,1992,1,108,0,3,2
QAT,1993,1,105,0,3,2
QAT,1994,1,101,0,3,2
QAT,1995,2,100,0,3,2
QAT,1996,1,97,0,3,2
QAT,1997,1,94,0,3,2
QAT,1998,2,91,0,3,2
QAT,1999,2,87,0,3,2
QAT,2000,2,84,0,3,2
QAT,2001,2,82,1,3,2
QAT,2002,2,81,0,3,2
QAT,2003,2,81,0,3,2
QAT,2004,2,81,0,3,2
QAT,2005,2,83,2,3,2
QAT,2006,3,84,0,3,2
QAT,2007,3,85,0,3,2
QAT,2008,3,88,0,4,2
QAT,2009,4,92,0,4,2
QAT,2010,4,94,0,4,3
QAT,2011,4,95,0,4,3
QAT,2012,5,95,0,5,3
QAT,2013,5,95,0,5,3
QAT,2014,5,94,3,5,3
QAT,2015,5,92,0,5,3
QAT,2016,5,89,0,5,3
QAT,2017,5,86,0,5,3
QAT,2018,6,83,0,5,3
QAT,2019,6,81,0,6,4
WHO,1990,22452,227441,6142,126401,2613
WHO,1991,22991,219462,7042,120619,2498
WHO,1992,23637,212882,5351,111298,2446
WHO,1993,24332,207306,1734,104181,2662
WHO,1994,24849,201546,3165,96319,2405
WHO,1995,25133,196576,2507,88393,2910
WHO,1996,25435,191920,2713,80903,2333
WHO,1997,26015,187637,2502,74277,2255
WHO,1998,26717,183916,2445,69139,2270
WHO,1999,27216,179645,2451,63809,2274
WHO,2000,27721,175932,2272,59408,2213
WHO,2001,28257,171770,6806,56458,2014
WHO,2002,28776,167822,3342,54662,2220
WHO,2003,29373,164621,1909,53603,2320
WHO,2004,29981,159656,2897,51918,2064
WHO,2005,30632,155160,2761,50691,2098
WHO,2006,31140,151112,1788,49076,2249
WHO,2007,31545,147777,1584,47713,2100
WHO,2008,31962,143317,1069,46750,1963
WHO,2009,32329,138873,1166,45674,2235
WHO,2010,32662,134446,1212,46005,2363
WHO,2011,33169,129968,1047,49557,2077
WHO,2012,33564,125517,800,43563,2245
WHO,2013,34198,121318,600,43696,2073
WHO,2014,34876,115989,530,42907,2577
WHO,2015,35496,110756,409,42608,2136
WHO,2016,36069,105815,229,42800,2185
WHO,2017,36274,100930,86,41884,2170
WHO,2018,37035,96221,213,41957,2264
WHO,2019,37583,92528,32,42213,2211
ROU,1990,1433,1790,100,346,294
ROU,1991,1478,1552,26,273,311
ROU,1992,1584,1551,45,256,337
ROU,1993,1682,1573,49,260,367
ROU,1994,1820,1574,166,262,373
ROU,1995,1954,1389,93,230,421
ROU,1996,2120,1473,65,234,493
ROU,1997,2119,1530,42,224,470
ROU,1998,1913,1483,35,209,503
ROU,1999,1589,1355,0,185,405
ROU,2000,1406,1340,0,177,402
ROU,2001,1313,1237,4,155,435
ROU,2002,1225,1161,1,135,518
ROU,2003,1111,1187,1,122,475
ROU,2004,993,1242,0,112,447
ROU,2005,888,1175,1,98,483
ROU,2006,809,1077,2,87,423
ROU,2007,754,912,0,72,404
ROU,2008,728,858,0,68,413
ROU,2009,697,785,0,65,420
ROU,2010,662,707,0,64,471
ROU,2011,597,664,0,63,366
ROU,2012,561,630,1,66,505
ROU,2013,528,602,0,72,327
ROU,2014,534,618,1,81,360
ROU,2015,518,570,1,91,315
ROU,2016,514,524,0,98,318
ROU,2017,513,505,0,103,317
ROU,2018,533,476,0,95,308
ROU,2019,545,440,0,91,298
RUS,1990,27077,15687,192,1610,14144
RUS,1991,29957,14474,271,1547,15027
RUS,1992,35807,12324,36,1542,17808
RUS,1993,44435,12045,147,1732,24246
RUS,1994,50470,11656,277,1786,29048
RUS,1995,50338,10882,2055,1671,27835
RUS,1996,47830,9768,2901,1447,24406
RUS,1997,44772,9433,75,1294,21418
RUS,1998,44090,8921,57,1229,20510
RUS,1999,46710,8870,7145,1275,21986
RUS,2000,50326,8434,6617,1202,24037
RUS,2001,52715,8082,4513,1119,25477
RUS,2002,54541,7586,2644,1013,26782
RUS,2003,55200,7631,1185,934,27445
RUS,2004,53800,7078,2175,815,26621
RUS,2005,52546,6596,1043,748,27416
RUS,2006,47517,6575,398,643,23558
RUS,2007,42789,6645,299,582,20515
RUS,2008,39783,6434,574,547,19222
RUS,2009,36302,6305,883,511,16943
RUS,2010,33886,5702,1139,495,20368
RUS,2011,30734,6090,564,491,14091
RUS,2012,28955,7169,1347,514,13143
RUS,2013,28007,6635,1339,502,11891
RUS,2014,28222,6179,266,502,11616
RUS,2015,27643,5093,415,475,10767
RUS,2016,27287,4522,225,457,10108
RUS,2017,26754,3788,187,431,9150
RUS,2018,27719,3763,136,427,9089
RUS,2019,28460,3556,20,423,9104
RWA,1990,85,9090,2644,16024,63
RWA,1991,90,9015,1102,16838,66
RWA,1992,86,7946,1084,16139,63
RWA,1993,74,6252,959,13935,55
RWA,1994,73,5652,503532,24017,53
RWA,1995,80,6436,4342,15653,58
RWA,1996,90,7203,438,17039,64
RWA,1997,95,7585,6357,17292,67
RWA,1998,94,7645,2610,16994,66
RWA,1999,89,7439,365,15973,64
RWA,2000,85,7318,168,14974,62
RWA,2001,82,7348,2047,13255,60
RWA,2002,81,7493,5,11908,59
RWA,2003,80,7612,503,10684,58
RWA,2004,80,7689,16,10135,58
RWA,2005,80,7632,5,9083,57
RWA,2006,81,7397,13,8007,55
RWA,2007,82,7226,18,7086,54
RWA,2008,84,7212,9,6144,52
RWA,2009,86,6889,1844,5334,50
RWA,2010,89,6860,226,4890,50
RWA,2011,92,6713,120,4641,50
RWA,2012,96,6853,103,4348,50
RWA,2013,99,6214,11,4094,49
RWA,2014,103,6010,5,4180,50
RWA,2015,107,5970,11,4153,51
RWA,2016,110,5970,166,4037,51
RWA,2017,114,5878,37,3952,50
RWA,2018,119,5747,38,3846,51
RWA,2019,123,5635,1,3661,51
KNA,1990,5,16,0,7,0
KNA,1991,5,15,0,6,0
KNA,1992,5,14,0,6,0
KNA,1993,5,14,0,6,0
KNA,1994,5,13,0,6,0
KNA,1995,5,13,0,6,0
KNA,1996,6,12,0,5,0
KNA,1997,6,12,0,5,0
KNA,1998,6,12,0,4,0
KNA,1999,6,11,0,4,0
KNA,2000,6,10,0,4,0
KNA,2001,6,10,0,3,0
KNA,2002,6,10,0,3,0
KNA,2003,6,9,0,3,0
KNA,2004,6,9,0,3,0
KNA,2005,6,8,0,3,0
KNA,2006,6,8,0,3,0
KNA,2007,7,8,0,3,0
KNA,2008,6,8,0,3,0
KNA,2009,7,8,0,2,0
KNA,2010,7,7,0,2,0
KNA,2011,7,7,0,2,0
KNA,2012,7,7,0,2,0
KNA,2013,8,7,0,2,0
KNA,2014,8,7,0,3,0
KNA,2015,9,7,0,2,0
KNA,2016,9,7,0,2,0
KNA,2017,9,6,0,2,0
KNA,2018,10,6,0,3,0
KNA,2019,11,6,0,3,0
LCA,1990,4,47,1,10,0
LCA,1991,4,46,1,10,0
LCA,1992,4,44,1,9,0
LCA,1993,4,42,2,9,0
LCA,1994,4,40,1,9,0
LCA,1995,4,38,0,8,0
LCA,1996,5,37,0,8,0
LCA,1997,5,36,0,7,0
