code,year,d_hiv_aids,d_drug_use_disorders,d_selfharm
MOZ,2013,81340,103,2176
MOZ,2014,76816,109,2233
MOZ,2015,72656,115,2275
MOZ,2016,70326,120,2314
MOZ,2017,68707,125,2354
MOZ,2018,67234,130,2397
MOZ,2019,66304,135,2440
MMR,1990,43,130,2704
MMR,1991,141,135,2766
MMR,1992,486,139,2798
MMR,1993,1074,142,2833
MMR,1994,1704,146,2856
MMR,1995,2497,151,2884
MMR,1996,3417,155,2895
MMR,1997,4435,160,2901
MMR,1998,5565,165,2915
MMR,1999,6787,169,2900
MMR,2000,8147,174,2836
MMR,2001,9623,175,2730
MMR,2002,11135,175,2662
MMR,2003,12612,175,2598
MMR,2004,13985,178,2588
MMR,2005,15201,178,2529
MMR,2006,16092,180,2475
MMR,2007,16572,181,2386
MMR,2008,16645,181,2291
MMR,2009,16474,186,2258
MMR,2010,16109,187,2202
MMR,2011,15418,189,2178
MMR,2012,14354,188,2109
MMR,2013,13067,193,2115
MMR,2014,11593,197,2111
MMR,2015,9950,199,2100
MMR,2016,8294,203,2116
MMR,2017,6772,207,2028
MMR,2018,5605,212,1943
MMR,2019,4773,214,1956
NAM,1990,267,3,136
NAM,1991,449,3,142
NAM,1992,731,3,149
NAM,1993,1147,4,155
NAM,1994,1725,4,165
NAM,1995,2476,4,176
NAM,1996,3388,4,187
NAM,1997,4436,5,200
NAM,1998,5576,5,216
NAM,1999,6751,5,234
NAM,2000,7912,6,252
NAM,2001,9002,5,255
NAM,2002,9974,5,266
NAM,2003,10700,5,269
NAM,2004,10732,5,264
NAM,2005,9968,5,259
NAM,2006,8672,5,248
NAM,2007,7092,5,240
NAM,2008,5918,5,234
NAM,2009,5489,4,230
NAM,2010,5176,5,230
NAM,2011,4719,4,224
NAM,2012,4263,4,225
NAM,2013,4142,5,230
NAM,2014,4401,5,238
NAM,2015,4550,5,246
NAM,2016,4526,5,252
NAM,2017,4377,5,256
NAM,2018,4005,6,261
NAM,2019,3772,6,261
NRU,1990,0,0,2
NRU,1991,0,0,2
NRU,1992,0,0,2
NRU,1993,0,0,2
NRU,1994,0,0,2
NRU,1995,0,0,2
NRU,1996,0,0,2
NRU,1997,0,0,3
NRU,1998,0,0,3
NRU,1999,0,0,3
NRU,2000,0,0,3
NRU,2001,0,0,3
NRU,2002,0,0,3
NRU,2003,0,0,3
NRU,2004,0,0,3
NRU,2005,0,0,3
NRU,2006,0,0,3
NRU,2007,0,0,3
NRU,2008,0,0,3
NRU,2009,0,0,3
NRU,2010,0,0,2
NRU,2011,0,0,2
NRU,2012,0,0,2
NRU,2013,0,0,2
NRU,2014,1,0,2
NRU,2015,1,0,2
NRU,2016,1,0,2
NRU,2017,1,0,2
NRU,2018,1,0,2
NRU,2019,1,0,2
NPL,1990,0,14,2685
NPL,1991,0,14,2670
NPL,1992,2,15,2645
NPL,1993,4,15,2686
NPL,1994,9,15,2692
NPL,1995,18,16,2706
NPL,1996,35,16,2698
NPL,1997,67,16,2739
NPL,1998,123,16,2770
NPL,1999,220,16,2778
NPL,2000,364,17,2771
NPL,2001,554,17,2720
NPL,2002,786,17,2680
NPL,2003,1049,18,2665
NPL,2004,1337,19,2693
NPL,2005,1629,20,2743
NPL,2006,1898,20,2821
NPL,2007,2108,22,2912
NPL,2008,2230,23,2996
NPL,2009,2253,24,3078
NPL,2010,2318,25,3148
NPL,2011,2369,26,3233
NPL,2012,2311,28,3285
NPL,2013,2204,29,3306
NPL,2014,2097,30,3314
NPL,2015,1968,32,3364
NPL,2016,1829,33,3402
NPL,2017,1703,34,3426
NPL,2018,1568,35,3470
NPL,2019,1434,36,3528
NLD,1990,307,62,1883
NLD,1991,340,67,1896
NLD,1992,464,70,1882
NLD,1993,493,74,1902
NLD,1994,506,75,1881
NLD,1995,500,78,1870
NLD,1996,377,86,1867
NLD,1997,222,93,1843
NLD,1998,169,98,1831
NLD,1999,171,107,1845
NLD,2000,165,119,1862
NLD,2001,159,124,1870
NLD,2002,122,128,1910
NLD,2003,120,132,1955
NLD,2004,112,131,1874
NLD,2005,98,126,1831
NLD,2006,60,125,1796
NLD,2007,83,125,1758
NLD,2008,64,134,1794
NLD,2009,79,138,1817
NLD,2010,59,136,1863
NLD,2011,69,141,1911
NLD,2012,56,145,1968
NLD,2013,54,149,1998
NLD,2014,51,151,1996
NLD,2015,56,162,2034
NLD,2016,61,171,2058
NLD,2017,52,170,2041
NLD,2018,50,172,2029
NLD,2019,49,176,2017
NZL,1990,51,26,474
NZL,1991,61,27,483
NZL,1992,58,29,500
NZL,1993,53,31,512
NZL,1994,54,32,520
NZL,1995,36,36,556
NZL,1996,39,39,567
NZL,1997,35,40,573
NZL,1998,16,40,563
NZL,1999,23,39,551
NZL,2000,21,39,532
NZL,2001,15,42,540
NZL,2002,13,45,539
NZL,2003,12,46,543
NZL,2004,15,47,544
NZL,2005,14,49,545
NZL,2006,17,49,541
NZL,2007,12,53,544
NZL,2008,8,54,543
NZL,2009,10,55,537
NZL,2010,15,56,534
NZL,2011,10,57,531
NZL,2012,12,57,531
NZL,2013,11,56,518
NZL,2014,17,57,514
NZL,2015,7,58,512
NZL,2016,9,61,515
NZL,2017,9,62,510
NZL,2018,9,64,513
NZL,2019,9,65,512
NIC,1990,19,5,194
NIC,1991,22,6,222
NIC,1992,24,6,225
NIC,1993,27,6,238
NIC,1994,30,6,247
NIC,1995,34,7,263
NIC,1996,39,7,286
NIC,1997,45,7,285
NIC,1998,54,7,286
NIC,1999,65,9,296
NIC,2000,78,9,294
NIC,2001,93,9,300
NIC,2002,111,9,310
NIC,2003,132,9,318
NIC,2004,153,9,320
NIC,2005,175,9,337
NIC,2006,192,8,305
NIC,2007,205,9,323
NIC,2008,217,9,346
NIC,2009,229,9,348
NIC,2010,275,8,332
NIC,2011,341,9,351
NIC,2012,399,9,357
NIC,2013,447,9,358
NIC,2014,498,10,370
NIC,2015,543,10,340
NIC,2016,534,11,369
NIC,2017,534,11,354
NIC,2018,542,11,352
NIC,2019,561,12,355
NER,1990,308,5,371
NER,1991,459,5,375
NER,1992,658,6,390
NER,1993,910,6,405
NER,1994,1208,6,414
NER,1995,1551,6,431
NER,1996,1913,6,435
NER,1997,2290,6,453
NER,1998,2652,6,471
NER,1999,2985,7,489
NER,2000,3273,7,507
NER,2001,3514,7,532
NER,2002,3686,7,548
NER,2003,3807,7,571
NER,2004,3830,7,577
NER,2005,3754,7,600
NER,2006,3560,8,609
NER,2007,3386,8,625
NER,2008,3215,8,625
NER,2009,2827,8,640
NER,2010,2459,8,656
NER,2011,2290,9,680
NER,2012,2118,9,705
NER,2013,2025,10,741
NER,2014,2095,10,782
NER,2015,2120,11,815
NER,2016,1932,12,861
NER,2017,1691,13,903
NER,2018,1500,13,943
NER,2019,1423,14,972
NGA,1990,7723,95,4330
NGA,1991,11761,100,4418
NGA,1992,17130,105,4566
NGA,1993,23871,110,4694
NGA,1994,31881,113,4803
NGA,1995,40865,115,4903
NGA,1996,50405,117,5023
NGA,1997,59969,119,5234
NGA,1998,71604,122,5472
NGA,1999,82999,124,5706
NGA,2000,91616,124,5876
NGA,2001,99303,127,6036
NGA,2002,104701,132,6198
NGA,2003,108081,138,6325
NGA,2004,109749,144,6455
NGA,2005,109023,150,6542
NGA,2006,105000,155,6658
NGA,2007,100730,161,6814
NGA,2008,95773,165,6883
NGA,2009,89799,172,7122
NGA,2010,87236,182,7346
NGA,2011,86006,195,7517
NGA,2012,82793,208,7612
NGA,2013,77539,220,7613
NGA,2014,74814,229,7552
NGA,2015,75930,236,7499
NGA,2016,77599,246,7624
NGA,2017,79121,255,7706
NGA,2018,81427,264,7800
NGA,2019,82270,274,7970
NIU,1990,0,0,0
NIU,1991,0,0,0
NIU,1992,0,0,0
NIU,1993,0,0,0
NIU,1994,0,0,0
NIU,1995,0,0,0
NIU,1996,0,0,0
NIU,1997,0,0,0
NIU,1998,0,0,0
NIU,1999,0,0,0
NIU,2000,0,0,0
NIU,2001,0,0,0
NIU,2002,0,0,0
NIU,2003,0,0,0
NIU,2004,0,0,0
NIU,2005,0,0,0
NIU,2006,0,0,0
NIU,2007,0,0,0
NIU,2008,0,0,0
NIU,2009,0,0,0
NIU,2010,0,0,0
NIU,2011,0,0,0
NIU,2012,0,0,0
NIU,2013,0,0,0
NIU,2014,0,0,0
NIU,2015,0,0,0
NIU,2016,0,0,0
NIU,2017,0,0,0
NIU,2018,0,0,0
NIU,2019,0,0,0
WB,1990,28604,6306,38054
WB,1991,33377,6647,38155
WB,1992,37605,7145,38293
WB,1993,41754,7880,39231
WB,1994,46260,8513,39492
WB,1995,46834,9138,39627
WB,1996,34941,9838,39245
WB,1997,20101,10854,39062
WB,1998,16446,12055,38827
WB,1999,17630,13756,38556
WB,2000,16651,15481,38722
WB,2001,15985,17488,39400
WB,2002,15954,20030,40187
WB,2003,15586,22474,40621
WB,2004,14883,24527,40660
WB,2005,14347,26750,41809
WB,2006,13746,28464,42814
WB,2007,12900,29507,43673
WB,2008,11823,30576,44718
WB,2009,10922,31855,45695
WB,2010,9480,33227,46164
WB,2011,8737,35572,47235
WB,2012,8256,37887,47944
WB,2013,7921,41075,48655
WB,2014,7694,45374,49709
WB,2015,7370,51109,51046
WB,2016,7706,58196,52426
WB,2017,7609,62830,51575
WB,2018,7466,65285,50779
WB,2019,7313,68243,50050
PRK,1990,31,229,2882
PRK,1991,40,235,2911
PRK,1992,53,239,2940
PRK,1993,68,244,2971
PRK,1994,85,248,3003
PRK,1995,104,251,3007
PRK,1996,122,255,3018
PRK,1997,144,258,3022
PRK,1998,169,259,3009
PRK,1999,198,259,2989
PRK,2000,230,255,2947
PRK,2001,267,248,2907
PRK,2002,292,244,2874
PRK,2003,302,241,2853
PRK,2004,331,241,2853
PRK,2005,362,242,2850
PRK,2006,342,245,2872
PRK,2007,336,250,2891
PRK,2008,356,256,2911
PRK,2009,354,263,2920
PRK,2010,361,269,2923
PRK,2011,372,275,2933
PRK,2012,365,282,2936
PRK,2013,399,288,2937
PRK,2014,488,296,2945
PRK,2015,582,303,2944
PRK,2016,658,311,2952
PRK,2017,708,320,2958
PRK,2018,740,329,2957
PRK,2019,761,338,2954
MKD,1990,1,3,192
MKD,1991,1,3,195
MKD,1992,1,3,207
MKD,1993,1,3,213
MKD,1994,1,3,210
MKD,1995,1,3,209
MKD,1996,1,3,210
MKD,1997,1,4,215
MKD,1998,1,6,224
MKD,1999,1,7,220
MKD,2000,2,8,212
MKD,2001,2,10,218
MKD,2002,2,12,227
MKD,2003,2,12,223
MKD,2004,2,12,214
MKD,2005,2,11,211
MKD,2006,3,12,218
MKD,2007,3,14,222
MKD,2008,3,14,214
MKD,2009,2,14,214
MKD,2010,2,14,208
MKD,2011,2,12,204
MKD,2012,3,11,208
MKD,2013,3,12,207
MKD,2014,3,12,208
MKD,2015,2,12,208
MKD,2016,2,13,211
MKD,2017,2,13,212
MKD,2018,2,13,211
MKD,2019,2,13,211
NOR,1990,10,21,168
NOR,1991,13,22,167
NOR,1992,13,22,161
NOR,1993,15,23,167
NOR,1994,17,25,167
NOR,1995,18,26,168
NOR,1996,14,27,163
NOR,1997,10,28,164
NOR,1998,7,31,168
NOR,1999,7,33,174
NOR,2000,7,33,174
NOR,2001,8,34,170
NOR,2002,8,36,172
NOR,2003,9,36,164
NOR,2004,8,38,173
NOR,2005,9,41,186
NOR,2006,10,44,202
NOR,2007,10,48,208
NOR,2008,10,50,216
NOR,2009,10,51,219
NOR,2010,11,53,223
NOR,2011,9,53,217
NOR,2012,9,54,215
NOR,2013,9,55,213
NOR,2014,8,56,210
NOR,2015,9,58,216
NOR,2016,8,59,207
NOR,2017,8,59,201
NOR,2018,8,61,204
NOR,2019,7,61,201
MNP,1990,0,0,8
MNP,1991,0,0,8
MNP,1992,0,0,8
MNP,1993,0,0,8
MNP,1994,0,0,8
MNP,1995,0,0,8
MNP,1996,0,0,8
MNP,1997,1,0,9
MNP,1998,1,0,10
MNP,1999,1,0,10
MNP,2000,1,0,11
MNP,2001,1,0,11
MNP,2002,1,0,11
MNP,2003,1,0,10
MNP,2004,1,0,10
MNP,2005,1,0,10
MNP,2006,1,0,9
MNP,2007,1,0,9
MNP,2008,1,0,9
MNP,2009,1,0,9
MNP,2010,1,0,9
MNP,2011,1,0,8
MNP,2012,1,0,8
MNP,2013,1,0,8
MNP,2014,1,0,8
MNP,2015,1,0,8
MNP,2016,1,0,8
MNP,2017,1,0,8
MNP,2018,1,0,8
MNP,2019,1,0,8
NOR,1990,32,97,734
NOR,1991,38,114,720
NOR,1992,52,130,704
NOR,1993,60,145,676
NOR,1994,52,166,655
NOR,1995,56,185,640
NOR,1996,55,210,620
NOR,1997,31,232,612
NOR,1998,33,265,610
NOR,1999,17,286,604
NOR,2000,17,319,599
NOR,2001,15,335,592
NOR,2002,17,330,579
NOR,2003,22,321,569
NOR,2004,25,327,564
NOR,2005,26,319,556
NOR,2006,19,313,553
NOR,2007,13,304,550
NOR,2008,17,299,562
NOR,2009,22,294,579
NOR,2010,16,286,581
NOR,2011,20,279,593
NOR,2012,20,271,575
NOR,2013,12,266,580
NOR,2014,18,261,574
NOR,2015,12,253,567
NOR,2016,14,247,573
NOR,2017,14,237,564
NOR,2018,14,238,563
NOR,2019,14,239,562
OEC,1990,41682,13206,157454
OEC,1991,49970,14316,158434
OEC,1992,57476,15356,158696
OEC,1993,64878,16500,159972
OEC,1994,72063,17660,160877
OEC,1995,74831,18782,162087
OEC,1996,60590,19854,161316
OEC,1997,37230,21241,162179
OEC,1998,30428,22851,164604
OEC,1999,31473,24887,165329
OEC,2000,29796,26774,164567
OEC,2001,29140,28648,164996
OEC,2002,29024,30966,166104
OEC,2003,29047,33326,167837
OEC,2004,28052,35343,166974
OEC,2005,27173,37693,168486
OEC,2006,26343,39513,168850
OEC,2007,25682,40796,170568
OEC,2008,24383,42102,172708
OEC,2009,22941,43439,174681
OEC,2010,21209,44734,174491
OEC,2011,20259,47073,174265
OEC,2012,19418,49436,172864
OEC,2013,18767,52844,171963
OEC,2014,17933,57412,170610
OEC,2015,17793,63593,170839
OEC,2016,17855,70971,170074
OEC,2017,17707,75826,168698
OEC,2018,17391,78561,168289
OEC,2019,17051,81818,167328
OMN,1990,4,3,65
OMN,1991,5,4,65
OMN,1992,6,4,68
OMN,1993,7,4,68
OMN,1994,8,4,70
OMN,1995,9,5,71
OMN,1996,11,5,73
OMN,1997,14,5,76
OMN,1998,16,6,77
OMN,1999,19,6,76
OMN,2000,24,6,76
OMN,2001,22,7,78
OMN,2002,19,7,81
OMN,2003,21,7,82
OMN,2004,25,7,78
OMN,2005,30,7,77
OMN,2006,37,8,82
OMN,2007,46,10,91
OMN,2008,56,10,96
OMN,2009,63,11,96
OMN,2010,71,11,99
OMN,2011,83,13,112
OMN,2012,93,15,121
OMN,2013,97,15,118
OMN,2014,97,14,114
OMN,2015,98,14,113
OMN,2016,102,15,115
OMN,2017,105,16,116
OMN,2018,102,16,116
OMN,2019,98,16,118
PAK,1990,288,247,7232
PAK,1991,336,261,7609
PAK,1992,381,276,8020
PAK,1993,420,290,8457
PAK,1994,451,309,8991
PAK,1995,472,336,9645
PAK,1996,484,358,10091
PAK,1997,492,380,10532
PAK,1998,496,396,10845
PAK,1999,499,418,11210
PAK,2000,503,441,11651
PAK,2001,512,469,12078
PAK,2002,529,510,12423
PAK,2003,554,557,12708
PAK,2004,590,608,12984
PAK,2005,637,651,13201
PAK,2006,708,678,13406
PAK,2007,804,702,13447
PAK,2008,913,734,13729
PAK,2009,1043,762,13938
PAK,2010,1244,790,14138
PAK,2011,1477,805,14355
PAK,2012,1775,822,14645
PAK,2013,2075,852,15219
PAK,2014,2418,863,15758
PAK,2015,2758,863,16121
PAK,2016,3072,866,16601
PAK,2017,3402,859,16948
PAK,2018,3686,859,17246
PAK,2019,3949,867,17688
PLW,1990,0,0,2
PLW,1991,0,0,2
PLW,1992,0,0,2
PLW,1993,0,0,3
PLW,1994,0,0,3
PLW,1995,0,0,3
PLW,1996,0,0,3
PLW,1997,0,0,3
PLW,1998,0,0,3
PLW,1999,0,0,3
PLW,2000,0,0,3
PLW,2001,0,0,3
PLW,2002,0,0,3
PLW,2003,0,0,3
PLW,2004,0,0,3
PLW,2005,1,0,3
PLW,2006,1,0,3
PLW,2007,1,0,3
PLW,2008,1,0,3
PLW,2009,1,0,3
PLW,2010,1,0,3
PLW,2011,1,0,3
PLW,2012,1,0,3
PLW,2013,1,0,3
PLW,2014,1,0,3
PLW,2015,1,0,3
PLW,2016,1,0,3
PLW,2017,2,0,3
PLW,2018,2,0,3
PLW,2019,2,0,3
PSE,1990,1,2,58
PSE,1991,1,2,58
PSE,1992,1,2,58
PSE,1993,1,2,58
PSE,1994,2,2,59
PSE,1995,2,2,59
PSE,1996,2,2,61
PSE,1997,3,2,63
PSE,1998,3,2,66
PSE,1999,4,3,68
PSE,2000,4,3,71
PSE,2001,5,3,74
PSE,2002,6,3,77
PSE,2003,7,3,78
PSE,2004,8,3,79
PSE,2005,9,3,80
PSE,2006,9,3,80
PSE,2007,10,3,81
PSE,2008,11,3,79
PSE,2009,11,3,76
PSE,2010,11,3,74
PSE,2011,11,4,80
PSE,2012,12,4,92
PSE,2013,12,5,104
PSE,2014,12,6,109
PSE,2015,12,6,108
PSE,2016,13,6,111
PSE,2017,13,7,112
PSE,2018,13,7,117
PSE,2019,14,8,124
PAN,1990,158,3,106
PAN,1991,180,3,111
PAN,1992,205,3,118
PAN,1993,232,4,134
PAN,1994,265,4,144
PAN,1995,301,4,155
PAN,1996,342,4,155
PAN,1997,391,5,162
PAN,1998,468,8,169
PAN,1999,517,10,174
PAN,2000,515,12,167
PAN,2001,520,12,176
PAN,2002,518,13,181
PAN,2003,464,14,196
PAN,2004,484,14,192
PAN,2005,486,13,191
PAN,2006,509,16,201
PAN,2007,493,14,200
PAN,2008,507,13,208
PAN,2009,527,12,206
PAN,2010,568,12,194
PAN,2011,487,12,192
PAN,2012,515,12,193
PAN,2013,563,12,184
PAN,2014,518,12,190
PAN,2015,589,13,183
PAN,2016,557,14,184
PAN,2017,554,16,190
PAN,2018,548,17,197
PAN,2019,540,19,199
PNG,1990,2,8,125
PNG,1991,4,9,130
PNG,1992,9,9,134
PNG,1993,18,9,135
PNG,1994,47,9,137
PNG,1995,105,10,139
PNG,1996,193,10,144
PNG,1997,331,10,148
PNG,1998,534,11,154
PNG,1999,809,11,160
PNG,2000,1152,11,162
PNG,2001,1547,12,167
PNG,2002,1966,12,173
PNG,2003,2360,12,177
PNG,2004,2701,13,183
PNG,2005,2972,13,190
PNG,2006,3141,14,196
PNG,2007,3187,15,205
PNG,2008,3231,15,210
PNG,2009,3361,15,214
PNG,2010,3521,17,228
PNG,2011,3644,18,237
PNG,2012,3696,18,241
PNG,2013,3662,19,243
PNG,2014,3591,20,250
PNG,2015,3606,21,263
PNG,2016,3695,22,267
PNG,2017,3780,23,277
PNG,2018,3818,24,286
PNG,2019,3830,25,289
PRY,1990,34,2,116
PRY,1991,40,2,117
PRY,1992,46,2,132
PRY,1993,53,3,148
PRY,1994,60,3,158
PRY,1995,69,3,172
PRY,1996,80,4,184
PRY,1997,92,4,187
PRY,1998,107,4,195
PRY,1999,125,4,212
PRY,2000,148,4,226
PRY,2001,176,5,232
PRY,2002,209,5,246
PRY,2003,249,6,270
PRY,2004,300,6,292
PRY,2005,362,6,289
PRY,2006,386,7,297
PRY,2007,378,7,299
PRY,2008,409,7,315
PRY,2009,436,8,338
PRY,2010,489,8,339
PRY,2011,577,9,342
PRY,2012,648,10,347
PRY,2013,692,10,365
PRY,2014,720,11,374
PRY,2015,728,12,390
PRY,2016,728,14,416
PRY,2017,696,14,420
PRY,2018,627,14,423
PRY,2019,570,15,427
PER,1990,501,74,664
PER,1991,576,70,640
PER,1992,648,80,730
PER,1993,724,86,773
PER,1994,809,92,804
PER,1995,909,99,830
PER,1996,1030,102,819
PER,1997,1174,111,861
PER,1998,1342,118,871
PER,1999,1534,119,891
PER,2000,1735,130,907
PER,2001,1939,134,880
PER,2002,2130,140,878
PER,2003,2228,151,891
PER,2004,2260,147,876
PER,2005,2387,146,878
PER,2006,2459,144,872
PER,2007,2370,143,860
PER,2008,2218,134,878
PER,2009,2164,163,994
PER,2010,2052,171,1020
PER,2011,1898,172,1019
PER,2012,2030,170,1009
PER,2013,2404,167,985
PER,2014,2793,160,948
PER,2015,2999,158,939
PER,2016,3060,160,949
PER,2017,2928,162,975
PER,2018,2692,165,998
PER,2019,2401,166,1016
PHL,1990,765,189,3125
PHL,1991,863,192,3099
PHL,1992,973,197,3109
PHL,1993,1099,202,3116
PHL,1994,1240,205,3081
PHL,1995,1399,209,3041
PHL,1996,1578,219,3080
PHL,1997,1778,224,3034
PHL,1998,2004,229,3005
PHL,1999,2259,224,2885
PHL,2000,2546,226,2902
PHL,2001,2852,222,2950
PHL,2002,3200,213,2963
PHL,2003,3601,203,2966
PHL,2004,4063,198,3012
PHL,2005,4610,196,3084
PHL,2006,5678,193,3114
PHL,2007,5667,192,3165
PHL,2008,5613,198,3299
PHL,2009,5516,200,3406
PHL,2010,5192,204,3489
PHL,2011,5499,210,3577
PHL,2012,5373,221,3683
PHL,2013,5298,234,3786
PHL,2014,5241,248,3946
PHL,2015,5705,265,4138
PHL,2016,5434,278,4258
PHL,2017,5363,295,4393
PHL,2018,5292,311,4491
PHL,2019,5222,325,4569
POL,1990,20,262,6942
POL,1991,15,278,7479
POL,1992,18,271,7433
POL,1993,18,263,7165
POL,1994,16,263,7295
POL,1995,19,265,7564
POL,1996,27,253,7459
POL,1997,44,252,7723
POL,1998,68,244,7829
POL,1999,146,241,8020
POL,2000,147,228,7745
POL,2001,125,216,7725
POL,2002,148,209,7684
POL,2003,142,202,7650
POL,2004,154,197,7845
POL,2005,154,189,7920
POL,2006,124,177,7989
POL,2007,158,172,8053
POL,2008,180,170,8119
POL,2009,120,170,8095
POL,2010,161,168,7880
POL,2011,158,169,7772
POL,2012,147,169,7659
POL,2013,144,171,7344
POL,2014,140,172,6949
POL,2015,173,179,6919
POL,2016,135,182,6704
POL,2017,141,192,6674
POL,2018,138,202,6647
POL,2019,134,211,6578
PRT,1990,210,36,1659
PRT,1991,301,49,1694
PRT,1992,443,63,1664
PRT,1993,555,74,1619
PRT,1994,794,85,1535
PRT,1995,1086,94,1526
PRT,1996,1310,96,1505
PRT,1997,1183,98,1472
PRT,1998,1130,97,1431
PRT,1999,1224,91,1412
PRT,2000,1154,82,1414
PRT,2001,1109,75,1424
PRT,2002,1088,63,1439
PRT,2003,1063,53,1445
PRT,2004,995,47,1438
PRT,2005,1020,38,1407
PRT,2006,914,34,1406
PRT,2007,923,37,1459
PRT,2008,849,39,1488
PRT,2009,774,40,1508
PRT,2010,732,41,1519
PRT,2011,660,38,1507
PRT,2012,569,40,1509
PRT,2013,520,42,1496
PRT,2014,437,43,1487
PRT,2015,519,44,1435
PRT,2016,517,45,1377
PRT,2017,508,46,1333
PRT,2018,495,49,1347
PRT,2019,482,51,1357
PRI,1990,949,25,367
PRI,1991,1115,33,369
PRI,1992,1267,46,373
PRI,1993,1278,70,392
PRI,1994,1705,117,367
PRI,1995,1684,179,372
PRI,1996,1537,208,354
PRI,1997,956,250,334
PRI,1998,754,293,346
PRI,1999,769,294,314
PRI,2000,700,316,311
PRI,2001,777,323,315
PRI,2002,643,290,291
PRI,2003,550,259,288
PRI,2004,583,235,294
PRI,2005,579,222,302
PRI,2006,518,208,299
PRI,2007,445,188,302
PRI,2008,459,162,301
PRI,2009,418,140,312
PRI,2010,372,114,287
PRI,2011,317,105,295
PRI,2012,265,88,273
PRI,2013,255,78,272
PRI,2014,261,70,256
PRI,2015,221,59,246
PRI,2016,248,59,245
PRI,2017,244,58,251
PRI,2018,237,56,251
PRI,2019,231,55,249
QAT,1990,2,1,25
QAT,1991,2,1,26
QAT,1992,3,1,27
QAT,1993,3,1,28
QAT,1994,4,1,32
QAT,1995,4,2,36
QAT,1996,4,2,35
QAT,1997,4,2,35
QAT,1998,4,2,35
QAT,1999,4,2,35
QAT,2000,3,2,36
QAT,2001,2,2,38
QAT,2002,2,2,41
QAT,2003,2,2,43
QAT,2004,2,2,45
QAT,2005,2,2,51
QAT,2006,2,2,62
QAT,2007,3,3,74
QAT,2008,3,3,84
QAT,2009,4,4,97
QAT,2010,4,4,108
QAT,2011,4,5,113
QAT,2012,5,5,117
QAT,2013,5,6,122
QAT,2014,4,6,125
QAT,2015,4,6,125
QAT,2016,4,6,126
QAT,2017,4,7,125
QAT,2018,4,7,128
QAT,2019,4,8,131
WHO,1990,45969,7264,65140
WHO,1991,55306,7624,65722
WHO,1992,64745,8154,66653
WHO,1993,74802,8945,68700
WHO,1994,84869,9623,69914
WHO,1995,90184,10299,70818
WHO,1996,81243,11043,71169
WHO,1997,66481,12129,71944
WHO,1998,63137,13400,72906
WHO,1999,66179,15125,73389
WHO,2000,66414,16861,73987
WHO,2001,67302,18869,75277
WHO,2002,67989,21424,76739
WHO,2003,68573,23898,77592
WHO,2004,67653,25963,77953
WHO,2005,66491,28216,79373
WHO,2006,65201,29975,80882
WHO,2007,63408,31086,82392
WHO,2008,61728,32242,84284
WHO,2009,60036,33643,86140
WHO,2010,58775,35125,86783
WHO,2011,57579,37625,88193
WHO,2012,56635,40089,89442
WHO,2013,56520,43441,90837
WHO,2014,56317,47860,92385
WHO,2015,55855,53714,94305
WHO,2016,54822,60930,96641
WHO,2017,53399,65662,96408
WHO,2018,52065,68179,95716
WHO,2019,51057,71205,94784
ROU,1990,204,168,2405
ROU,1991,159,172,2413
ROU,1992,174,182,2606
ROU,1993,255,188,2695
ROU,1994,384,197,2792
ROU,1995,450,212,2908
ROU,1996,527,228,3004
ROU,1997,630,234,3037
ROU,1998,618,233,2915
ROU,1999,500,247,2805
ROU,2000,489,227,2792
ROU,2001,485,218,2898
ROU,2002,354,216,2982
ROU,2003,259,217,2956
ROU,2004,222,212,2844
ROU,2005,182,203,2795
ROU,2006,167,189,2746
ROU,2007,128,179,2698
ROU,2008,125,182,2780
ROU,2009,104,185,2821
ROU,2010,107,182,2806
ROU,2011,154,165,2578
ROU,2012,145,163,2547
ROU,2013,144,156,2393
ROU,2014,182,154,2432
ROU,2015,151,150,2350
ROU,2016,181,144,2283
ROU,2017,158,141,2238
ROU,2018,149,146,2216
ROU,2019,142,149,2182
RUS,1990,3377,4495,46396
RUS,1991,3685,4902,49054
RUS,1992,4193,5727,57273
RUS,1993,5225,7142,73110
RUS,1994,6226,8049,83237
RUS,1995,6706,7941,79951
RUS,1996,7237,7737,73398
RUS,1997,7152,7603,66834
RUS,1998,6578,8020,65412
RUS,1999,8449,9199,71781
RUS,2000,8954,10108,74975
RUS,2001,8879,9827,73928
RUS,2002,9450,9596,73089
RUS,2003,9992,10144,72826
RUS,2004,10192,10785,70561
RUS,2005,11109,12436,72826
RUS,2006,11069,12394,65300
RUS,2007,11712,11972,60280
RUS,2008,12520,11831,58692
RUS,2009,13357,10686,54325
RUS,2010,14256,10443,53740
RUS,2011,15609,9485,49407
RUS,2012,15936,9125,47740
RUS,2013,17136,8806,46665
RUS,2014,18703,8538,47121
RUS,2015,20968,7565,44710
RUS,2016,23272,6832,42575
RUS,2017,20506,6155,39829
RUS,2018,19549,6032,39780
RUS,2019,18682,5877,39040
RWA,1990,1940,10,731
RWA,1991,2618,10,775
RWA,1992,3583,10,728
RWA,1993,4696,9,613
RWA,1994,5869,8,600
RWA,1995,7296,9,670
RWA,1996,8838,10,765
RWA,1997,10488,11,810
RWA,1998,11953,11,801
RWA,1999,13002,11,768
RWA,2000,13841,10,732
RWA,2001,14436,10,693
RWA,2002,14831,10,673
RWA,2003,14594,10,654
RWA,2004,13617,10,640
