code,year,d_drowning,d_interpersonal_violence,d_exposure_to_forces_of_nature,d_road_injuries,d_poisonings,d_fire_heat_and_hot_substances
GIN,2009,501,727,2,1990,262,365
GIN,2010,519,763,8,2055,271,377
GIN,2011,516,808,0,2083,272,378
GIN,2012,509,797,0,2092,270,376
GIN,2013,535,933,0,2169,281,390
GIN,2014,547,875,0,2241,287,398
GIN,2015,558,903,16,2280,291,405
GIN,2016,562,931,0,2298,292,408
GIN,2017,545,952,0,2291,288,404
GIN,2018,535,977,0,2299,285,401
GIN,2019,511,987,0,2258,275,390
GNB,1990,96,83,0,394,35,47
GNB,1991,97,86,0,398,36,48
GNB,1992,97,89,0,402,36,48
GNB,1993,96,92,0,407,37,49
GNB,1994,95,96,0,411,37,49
GNB,1995,95,100,0,416,38,50
GNB,1996,93,105,0,418,38,50
GNB,1997,91,109,0,419,38,50
GNB,1998,90,113,0,422,38,53
GNB,1999,87,116,0,424,38,50
GNB,2000,91,122,0,441,40,52
GNB,2001,91,127,0,451,40,53
GNB,2002,85,131,0,458,40,53
GNB,2003,87,135,0,464,40,53
GNB,2004,85,140,3,471,40,53
GNB,2005,78,143,0,464,38,50
GNB,2006,76,146,0,466,38,50
GNB,2007,88,156,0,505,42,56
GNB,2008,85,160,0,505,41,55
GNB,2009,81,161,0,500,40,54
GNB,2010,79,165,2,499,40,53
GNB,2011,74,165,0,491,39,52
GNB,2012,67,164,0,474,36,49
GNB,2013,70,169,0,484,37,51
GNB,2014,69,172,0,486,37,51
GNB,2015,66,175,0,484,37,50
GNB,2016,68,180,0,493,37,51
GNB,2017,66,181,0,488,36,50
GNB,2018,60,180,3,460,34,48
GNB,2019,58,182,0,457,34,47
GUY,1990,66,124,0,152,9,27
GUY,1991,60,116,0,140,8,26
GUY,1992,56,97,0,130,7,24
GUY,1993,57,111,0,130,8,25
GUY,1994,54,118,0,127,6,23
GUY,1995,54,122,0,130,6,23
GUY,1996,58,143,0,141,5,24
GUY,1997,60,145,0,144,5,25
GUY,1998,61,154,0,144,4,24
GUY,1999,63,138,0,151,4,24
GUY,2000,64,163,0,145,4,25
GUY,2001,62,153,0,152,3,23
GUY,2002,61,172,0,152,3,21
GUY,2003,61,197,0,152,3,20
GUY,2004,63,175,0,154,3,20
GUY,2005,66,186,34,155,2,19
GUY,2006,67,181,0,157,2,19
GUY,2007,68,162,0,156,2,18
GUY,2008,66,162,0,149,2,18
GUY,2009,67,150,0,147,2,18
GUY,2010,71,163,0,148,2,18
GUY,2011,72,168,0,153,2,17
GUY,2012,74,165,0,155,2,17
GUY,2013,72,184,0,149,2,17
GUY,2014,73,184,0,154,2,17
GUY,2015,69,176,0,152,2,17
GUY,2016,67,175,0,152,2,16
GUY,2017,65,176,0,154,2,16
GUY,2018,65,179,0,156,2,17
GUY,2019,63,179,0,156,2,16
HTI,1990,1715,1839,0,1068,270,707
HTI,1991,1586,1822,0,1028,256,675
HTI,1992,1595,1851,0,1041,249,662
HTI,1993,1585,1869,13,1032,238,641
HTI,1994,1508,1893,1122,1014,226,615
HTI,1995,1494,1953,0,1013,215,592
HTI,1996,1425,1974,84,989,204,568
HTI,1997,1411,2095,0,1005,199,558
HTI,1998,1325,2036,190,947,183,521
HTI,1999,1230,2136,14,967,178,512
HTI,2000,1275,2210,16,970,171,496
HTI,2001,1289,2328,26,995,168,493
HTI,2002,1260,2382,37,1001,166,487
HTI,2003,1276,2472,90,1025,165,487
HTI,2004,1274,2570,5422,1057,167,490
HTI,2005,1300,2620,88,1072,167,491
HTI,2006,1292,2681,16,1086,168,491
HTI,2007,1323,2775,163,1114,169,495
HTI,2008,1318,2821,698,1127,171,498
HTI,2009,1324,2870,21,1138,172,500
HTI,2010,1329,2878,222641,1140,171,497
HTI,2011,1346,3005,39,1188,175,506
HTI,2012,1405,3080,130,1219,178,515
HTI,2013,1352,3175,6,1260,182,525
HTI,2014,1462,3255,12,1285,182,527
HTI,2015,1472,3329,11,1315,184,532
HTI,2016,1497,3377,599,1337,184,530
HTI,2017,1475,3429,35,1347,180,520
HTI,2018,1464,3475,17,1357,178,513
HTI,2019,1455,3519,0,1366,177,508
HND,1990,253,1732,5,736,66,44
HND,1991,253,1816,0,743,66,44
HND,1992,250,1930,0,753,65,43
HND,1993,247,2018,413,757,64,43
HND,1994,240,2110,151,764,62,43
HND,1995,244,2220,32,786,61,43
HND,1996,237,2279,8,797,59,43
HND,1997,235,2377,0,821,57,42
HND,1998,230,2450,14600,858,55,41
HND,1999,222,2511,34,911,52,40
HND,2000,214,2587,0,947,48,39
HND,2001,217,2637,21,979,48,39
HND,2002,219,2663,11,1007,49,39
HND,2003,222,2678,10,1038,49,125
HND,2004,221,2654,0,1043,49,154
HND,2005,222,2767,61,1057,49,40
HND,2006,223,2924,4,1068,50,40
HND,2007,223,3113,7,1078,50,40
HND,2008,220,3281,67,1070,50,40
HND,2009,217,3418,8,1063,50,41
HND,2010,215,3526,144,1057,50,41
HND,2011,214,3383,33,1045,51,42
HND,2012,207,7653,1,1000,51,421
HND,2013,210,7428,0,1021,52,42
HND,2014,213,7481,4,1045,52,43
HND,2015,217,8119,0,1066,53,43
HND,2016,220,3235,7,1090,54,44
HND,2017,223,3243,21,1116,54,44
HND,2018,226,3281,6,1142,55,45
HND,2019,230,3321,0,1166,56,46
HUN,1990,339,341,0,2329,153,321
HUN,1991,335,385,0,2300,147,318
HUN,1992,347,413,0,2318,141,322
HUN,1993,330,407,0,2185,134,323
HUN,1994,319,384,0,2046,121,309
HUN,1995,294,368,0,1926,109,293
HUN,1996,265,341,2,1737,92,268
HUN,1997,253,359,0,1675,82,256
HUN,1998,266,356,0,1681,80,248
HUN,1999,257,324,48,1649,76,237
HUN,2000,233,291,1,1549,66,219
HUN,2001,212,275,1,1507,69,212
HUN,2002,211,262,0,1537,68,207
HUN,2003,207,230,7,1537,73,205
HUN,2004,198,234,0,1501,73,197
HUN,2005,199,214,4,1486,74,195
HUN,2006,196,212,5,1410,72,184
HUN,2007,192,207,0,1348,70,182
HUN,2008,179,215,0,1215,64,172
HUN,2009,176,188,0,1126,62,167
HUN,2010,167,174,1,1017,58,160
HUN,2011,157,184,0,943,55,154
HUN,2012,151,182,0,896,54,149
HUN,2013,142,167,0,839,51,140
HUN,2014,141,149,0,824,49,136
HUN,2015,144,166,0,840,50,139
HUN,2016,137,143,0,816,48,131
HUN,2017,139,126,0,817,47,133
HUN,2018,136,143,0,815,48,133
HUN,2019,131,144,0,803,47,129
ISL,1990,4,3,0,30,1,2
ISL,1991,4,3,1,29,1,2
ISL,1992,4,3,0,27,1,2
ISL,1993,4,3,0,26,1,2
ISL,1994,4,3,1,25,1,2
ISL,1995,3,3,69,25,1,2
ISL,1996,3,3,0,24,1,2
ISL,1997,3,3,0,24,1,2
ISL,1998,3,3,0,23,1,2
ISL,1999,3,3,2,22,1,2
ISL,2000,3,3,0,21,1,2
ISL,2001,3,3,0,20,1,2
ISL,2002,3,3,0,18,1,2
ISL,2003,3,3,0,17,1,2
ISL,2004,3,3,1,16,1,2
ISL,2005,3,2,0,16,1,2
ISL,2006,3,2,1,15,1,2
ISL,2007,3,2,0,15,1,2
ISL,2008,3,3,0,14,1,2
ISL,2009,3,3,0,14,1,2
ISL,2010,3,3,0,13,1,2
ISL,2011,3,2,0,12,1,2
ISL,2012,3,2,0,12,1,2
ISL,2013,3,2,0,12,1,2
ISL,2014,3,2,0,11,1,2
ISL,2015,3,2,0,11,1,2
ISL,2016,3,2,0,11,1,2
ISL,2017,2,3,1,11,1,2
ISL,2018,2,2,0,11,1,2
ISL,2019,2,2,0,11,1,2
IND,1990,88688,38720,2097,129821,7257,23032
IND,1991,88014,37806,2641,135557,7337,23373
IND,1992,86073,38859,977,138623,7355,23576
IND,1993,85025,39355,11251,141224,7008,23482
IND,1994,83638,39070,2234,144071,6884,23307
IND,1995,81222,39445,2376,145480,6713,23612
IND,1996,77890,39721,2876,147942,6609,23324
IND,1997,79082,40703,2476,157629,6561,24484
IND,1998,79681,41945,5976,163005,6532,24595
IND,1999,77952,42901,11032,167469,6488,25009
IND,2000,75883,43405,2273,169328,6377,25102
IND,2001,74611,43580,20783,170530,6173,25095
IND,2002,70212,44600,881,169552,5872,24516
IND,2003,67185,43147,641,166483,5601,23727
IND,2004,67265,43323,17737,168375,5646,23641
IND,2005,68974,44211,3782,175739,5663,24104
IND,2006,69017,44173,1384,183540,5636,24405
IND,2007,67595,44087,2051,190881,5556,24467
IND,2008,67494,44464,1738,199985,5573,24771
IND,2009,65811,43077,1773,202133,5323,24568
IND,2010,66156,42607,994,207140,5147,25111
IND,2011,66452,42195,826,213755,5174,25501
IND,2012,66282,39520,335,218869,4772,24864
IND,2013,63122,39234,6562,213635,4617,24815
IND,2014,57974,38180,892,204750,4379,24111
IND,2015,56352,38837,1152,201060,4298,24094
IND,2016,53423,39190,822,199234,3908,24301
IND,2017,51599,39452,2082,199807,3783,24319
IND,2018,53720,40402,1335,208562,3932,25398
IND,2019,54046,40954,2065,211975,3945,25876
IDN,1990,11950,2643,230,49320,982,2000
IDN,1991,11381,2659,173,49190,965,2046
IDN,1992,11068,2688,2632,49185,945,1925
IDN,1993,10668,2723,134,49140,923,1900
IDN,1994,10206,2756,609,48965,897,1869
IDN,1995,9800,2785,230,48801,877,1843
IDN,1996,9492,2811,294,48722,864,1837
IDN,1997,9298,3207,21,48986,861,2182
IDN,1998,9240,2912,38,49611,868,1861
IDN,1999,8973,3617,106,50003,865,1904
IDN,2000,8737,3474,539,50289,871,1814
IDN,2001,8620,3485,580,50597,884,1798
IDN,2002,8400,2971,280,49671,897,1829
IDN,2003,8150,2905,460,48224,905,1752
IDN,2004,7884,2917,166020,45345,913,1731
IDN,2005,7616,2818,1198,44476,913,1708
IDN,2006,7379,2769,7342,43609,902,1684
IDN,2007,7087,2669,694,43361,896,1671
IDN,2008,7051,2600,132,41950,940,1636
IDN,2009,6946,2540,1497,40737,969,1632
IDN,2010,6717,2458,1294,39308,979,1574
IDN,2011,6520,2411,129,38161,991,1548
IDN,2012,6301,2392,107,38001,974,1549
IDN,2013,6102,2367,173,37777,985,1544
IDN,2014,5878,2335,243,37338,990,1528
IDN,2015,5630,2311,54,36868,975,1529
IDN,2016,5393,2296,270,36866,964,1483
IDN,2017,5251,2288,99,36958,954,1472
IDN,2018,5153,2274,5494,37046,948,1486
IDN,2019,5011,2261,621,37004,940,1455
IRN,1990,2986,1491,40042,30693,1658,3704
IRN,1991,2897,1476,385,30285,1598,3627
IRN,1992,2790,1446,68,29918,1536,3545
IRN,1993,2728,1441,805,29760,1486,3503
IRN,1994,2700,1494,53,29863,1454,3503
IRN,1995,2666,1526,27,29994,1429,3509
IRN,1996,2629,1544,58,30165,1398,3511
IRN,1997,2615,1617,2781,30439,1378,3559
IRN,1998,2608,1699,211,30686,1358,3612
IRN,1999,2587,1778,102,30889,1337,3663
IRN,2000,2511,1783,14,31188,1304,3654
IRN,2001,2405,1802,598,31300,1261,3601
IRN,2002,2292,1868,291,31518,1248,3509
IRN,2003,2175,1938,26817,31635,1254,3328
IRN,2004,2045,2000,705,31411,1330,3142
IRN,2005,1887,2006,737,30973,1315,3022
IRN,2006,1768,2033,80,30327,1324,2795
IRN,2007,1675,2159,24,29819,1293,2671
IRN,2008,1567,2289,58,28965,1248,2540
IRN,2009,1464,2423,0,27972,1195,2405
IRN,2010,1398,2520,20,27212,1152,2316
IRN,2011,1307,2502,2,26257,1094,2201
IRN,2012,1251,2531,324,25356,1024,2114
IRN,2013,1201,2558,69,24364,964,2036
IRN,2014,1103,2549,54,23049,886,1940
IRN,2015,1012,2530,63,21850,826,1845
IRN,2016,948,2461,39,21158,795,1787
IRN,2017,917,2354,846,21108,786,1775
IRN,2018,890,2272,11,21084,782,1768
IRN,2019,866,2209,126,21122,778,1763
IRQ,1990,993,873,0,3682,104,832
IRQ,1991,1059,962,20,3989,112,892
IRQ,1992,1110,1401,0,4305,120,946
IRQ,1993,1153,1239,0,4510,125,987
IRQ,1994,1183,1883,0,4687,130,1023
IRQ,1995,1208,1900,0,4861,134,1053
IRQ,1996,1262,1435,0,5085,140,1099
IRQ,1997,1272,1687,0,5236,143,1123
IRQ,1998,1275,1445,0,5339,144,1137
IRQ,1999,1259,1496,0,5384,144,1139
IRQ,2000,1238,1695,0,5429,144,1138
IRQ,2001,1223,1715,0,5507,144,1135
IRQ,2002,1210,1962,0,5559,144,1135
IRQ,2003,1236,2252,0,5699,148,1159
IRQ,2004,1211,2641,0,5669,147,1150
IRQ,2005,1183,2793,0,5576,144,1142
IRQ,2006,1149,3083,20,5472,140,1106
IRQ,2007,1118,3590,0,5471,137,1093
IRQ,2008,1085,3793,5,5451,134,1075
IRQ,2009,1068,4110,2,5537,133,1070
IRQ,2010,1064,4375,0,5633,133,1097
IRQ,2011,1033,4585,6,5749,133,1058
IRQ,2012,1015,4818,5,5832,132,1051
IRQ,2013,987,4902,12,5867,131,1035
IRQ,2014,994,5014,0,5869,133,1019
IRQ,2015,957,4985,58,5930,131,1003
IRQ,2016,926,5025,0,5912,130,1004
IRQ,2017,903,5015,10,5928,130,990
IRQ,2018,876,4893,21,5673,128,980
IRQ,2019,827,4816,10,5603,125,955
IRL,1990,75,31,2,492,14,69
IRL,1991,74,28,0,481,14,67
IRL,1992,71,31,0,462,14,65
IRL,1993,70,28,3,454,15,64
IRL,1994,70,29,0,448,15,63
IRL,1995,70,32,0,461,16,62
IRL,1996,68,32,2,465,17,62
IRL,1997,63,33,0,464,16,59
IRL,1998,65,39,1,456,14,57
IRL,1999,64,42,2,445,14,58
IRL,2000,65,42,1,430,15,55
IRL,2001,63,43,0,404,16,52
IRL,2002,62,47,0,376,15,49
IRL,2003,56,43,0,340,13,44
IRL,2004,57,36,0,326,12,43
IRL,2005,56,30,2,316,14,43
IRL,2006,56,46,0,303,15,41
IRL,2007,56,53,0,281,14,41
IRL,2008,57,50,0,263,15,41
IRL,2009,57,57,0,252,15,41
IRL,2010,51,49,0,221,13,39
IRL,2011,53,40,2,211,12,38
IRL,2012,53,43,0,193,12,36
IRL,2013,51,36,0,181,12,34
IRL,2014,51,36,1,173,11,34
IRL,2015,50,30,2,160,11,32
IRL,2016,47,31,0,159,11,33
IRL,2017,46,31,0,160,10,33
IRL,2018,46,32,2,165,10,33
IRL,2019,45,32,0,166,10,34
ISR,1990,66,114,0,533,8,38
ISR,1991,66,109,5,556,8,38
ISR,1992,65,110,0,589,9,39
ISR,1993,61,131,0,615,9,39
ISR,1994,59,134,0,673,8,40
ISR,1995,56,129,0,722,8,41
ISR,1996,51,144,0,758,8,41
ISR,1997,48,127,17,782,8,44
ISR,1998,44,123,0,777,8,43
ISR,1999,46,167,2,773,9,44
ISR,2000,48,206,3,794,8,46
ISR,2001,52,204,2,786,8,45
ISR,2002,52,229,2,784,8,45
ISR,2003,49,222,0,757,8,44
ISR,2004,49,251,0,734,8,43
ISR,2005,49,249,0,716,9,45
ISR,2006,49,238,0,672,8,44
ISR,2007,49,196,0,667,8,46
ISR,2008,50,187,0,649,8,47
ISR,2009,47,192,0,626,8,46
ISR,2010,48,197,2,615,8,61
ISR,2011,46,195,0,599,8,47
ISR,2012,46,174,0,583,8,46
ISR,2013,47,173,4,580,8,47
ISR,2014,47,170,0,572,8,48
ISR,2015,47,180,0,593,8,47
ISR,2016,48,165,0,596,7,47
ISR,2017,47,175,0,600,8,48
ISR,2018,47,180,12,616,8,49
ISR,2019,47,184,0,610,8,50
ITA,1990,625,1549,36,11130,313,459
ITA,1991,618,1569,33,11291,316,467
ITA,1992,599,1375,9,11047,285,460
ITA,1993,564,1162,13,10578,267,453
ITA,1994,541,1078,104,10312,244,449
ITA,1995,511,1026,3,10147,232,451
ITA,1996,490,996,28,9933,215,453
ITA,1997,480,915,35,9833,194,465
ITA,1998,462,897,292,9735,181,467
ITA,1999,450,860,18,9467,165,459
ITA,2000,452,777,68,9120,150,451
ITA,2001,443,730,10,8876,142,441
ITA,2002,444,714,26,8541,128,442
ITA,2003,435,766,34,8145,120,445
ITA,2004,421,737,24,7681,108,433
ITA,2005,419,667,12,7381,104,436
ITA,2006,419,666,20,7154,100,436
ITA,2007,422,673,10,6906,99,442
ITA,2008,424,626,20,6633,96,454
ITA,2009,417,619,382,6319,94,461
ITA,2010,405,577,43,6017,90,463
ITA,2011,407,561,33,5847,89,476
ITA,2012,401,559,45,5660,89,484
ITA,2013,406,526,39,5352,86,481
ITA,2014,378,482,36,5198,82,479
ITA,2015,376,500,42,5228,83,498
ITA,2016,360,475,320,5111,83,492
ITA,2017,355,482,44,5139,83,490
ITA,2018,354,488,22,5234,84,498
ITA,2019,351,488,0,5273,84,503
JAM,1990,22,236,0,113,4,20
JAM,1991,23,243,15,111,4,20
JAM,1992,22,279,0,116,4,20
JAM,1993,21,302,9,119,4,21
JAM,1994,21,343,4,125,4,22
JAM,1995,21,414,0,133,4,22
JAM,1996,20,509,0,139,4,23
JAM,1997,19,593,0,144,4,24
JAM,1998,19,618,0,148,4,24
JAM,1999,19,622,0,158,4,25
JAM,2000,19,344,1,160,4,26
JAM,2001,16,375,1,157,5,24
JAM,2002,15,327,13,148,4,24
JAM,2003,14,323,0,141,4,23
JAM,2004,11,359,16,139,4,21
JAM,2005,10,728,6,150,4,20
JAM,2006,12,577,1,147,4,20
JAM,2007,12,768,5,172,4,20
JAM,2008,15,734,13,215,4,22
JAM,2009,15,1015,0,239,4,22
JAM,2010,12,523,15,189,3,18
JAM,2011,13,662,0,209,3,18
JAM,2012,12,323,1,172,3,17
JAM,2013,12,292,1,160,3,16
JAM,2014,13,270,0,170,3,18
JAM,2015,12,369,0,173,3,19
JAM,2016,13,384,0,176,3,19
JAM,2017,13,393,0,177,3,19
JAM,2018,13,400,0,178,3,19
JAM,2019,13,420,0,183,3,19
JPN,1990,3606,1108,145,15594,504,1580
JPN,1991,3751,1060,161,15695,479,1600
JPN,1992,3944,1087,39,15774,462,1647
JPN,1993,4189,1113,515,15608,446,1674
JPN,1994,4462,1131,24,15270,424,1706
JPN,1995,4912,1046,5521,15140,406,1757
JPN,1996,5120,1029,75,14606,400,1753
JPN,1997,5367,1082,73,14215,389,1758
JPN,1998,5709,1163,88,14093,394,1798
JPN,1999,5972,1151,166,13753,404,1866
JPN,2000,6006,1150,50,13071,401,1823
JPN,2001,6008,1110,43,12422,411,2025
JPN,2002,6052,1129,27,11814,426,1822
JPN,2003,6160,1094,78,11293,461,1840
JPN,2004,6269,1064,358,10722,467,1831
JPN,2005,6496,987,113,10294,482,1874
JPN,2006,6558,959,147,9724,472,1847
JPN,2007,6689,911,50,9235,463,1824
JPN,2008,6878,896,47,8798,459,1807
JPN,2009,7025,851,89,8466,452,1773
JPN,2010,7322,828,30,8224,442,1768
JPN,2011,7636,780,18397,8010,425,1775
JPN,2012,7780,746,223,7701,399,1734
JPN,2013,7837,724,103,7390,371,1889
JPN,2014,7853,741,321,7122,350,1638
JPN,2015,7853,718,41,6898,332,1589
JPN,2016,7939,706,107,6768,317,1573
JPN,2017,7918,685,110,6660,307,1571
JPN,2018,7856,682,319,6778,313,1606
JPN,2019,7874,716,80,6841,314,1617
JOR,1990,108,107,0,678,53,126
JOR,1991,109,109,10,694,55,129
JOR,1992,109,112,0,706,55,129
JOR,1993,112,119,0,737,57,135
JOR,1994,114,126,0,752,58,137
JOR,1995,114,131,0,769,59,140
JOR,1996,115,138,0,777,60,143
JOR,1997,113,144,2,775,60,143
JOR,1998,117,156,0,785,62,147
JOR,1999,115,168,0,779,61,147
JOR,2000,116,185,9,794,63,149
JOR,2001,114,199,0,788,62,148
JOR,2002,111,207,5,778,60,146
JOR,2003,112,220,0,795,62,149
JOR,2004,111,233,0,802,62,150
JOR,2005,110,240,0,813,60,146
JOR,2006,107,238,0,806,56,141
JOR,2007,104,237,0,802,54,136
JOR,2008,103,246,0,821,54,137
JOR,2009,99,244,0,816,51,134
JOR,2010,94,245,2,811,49,134
JOR,2011,93,249,0,838,48,137
JOR,2012,97,263,0,885,48,144
JOR,2013,102,274,0,923,48,147
JOR,2014,108,284,0,966,49,155
JOR,2015,111,297,1,1011,49,162
JOR,2016,119,314,0,1081,52,172
JOR,2017,125,325,0,1147,56,181
JOR,2018,127,340,34,1212,58,189
JOR,2019,129,352,0,1262,60,196
KAZ,1990,2048,2112,0,4014,656,815
KAZ,1991,1968,2203,0,4123,686,752
KAZ,1992,1894,2644,0,4075,720,758
KAZ,1993,1818,2857,10,3807,762,775
KAZ,1994,1755,3026,0,3501,794,801
KAZ,1995,1773,3142,112,3312,833,828
KAZ,1996,1731,3046,0,3035,835,822
KAZ,1997,1667,3006,0,2727,809,796
KAZ,1998,1629,2865,0,2500,779,756
KAZ,1999,1573,2751,0,2400,765,735
KAZ,2000,1666,3109,0,2507,784,750
KAZ,2001,1683,3150,0,2718,787,746
KAZ,2002,1691,3017,0,2928,783,714
KAZ,2003,1652,3154,3,3276,789,706
KAZ,2004,1637,3385,8,3736,792,687
KAZ,2005,1638,3215,7,4222,808,675
KAZ,2006,1575,3048,7,4608,810,651
KAZ,2007,1498,2888,6,4668,764,617
KAZ,2008,1338,2646,6,4314,698,573
KAZ,2009,1204,2340,5,4029,645,541
KAZ,2010,1189,2251,5,3970,628,545
KAZ,2011,1123,2222,6,3873,604,545
KAZ,2012,1098,2099,5,3792,589,546
KAZ,2013,1053,1889,3,3625,560,528
KAZ,2014,1014,1705,8,3402,536,512
KAZ,2015,985,1741,5,3197,505,494
KAZ,2016,935,1723,0,2997,481,476
KAZ,2017,904,1546,15,2887,456,467
KAZ,2018,897,1674,0,2758,462,459
KAZ,2019,908,1752,0,2781,466,457
KEN,1990,511,1559,44,1968,434,532
KEN,1991,496,1635,0,2022,437,529
KEN,1992,489,2044,0,2081,442,528
KEN,1993,471,2046,0,2128,445,524
KEN,1994,468,1859,0,2178,449,520
KEN,1995,458,1967,0,2231,454,517
KEN,1996,447,2144,0,2292,462,516
KEN,1997,454,2278,86,2378,473,518
KEN,1998,451,2507,40,2485,487,546
KEN,1999,443,2458,0,2570,498,524
KEN,2000,457,2949,0,2731,624,543
KEN,2001,468,2725,4,2861,541,617
KEN,2002,497,2728,101,3063,571,569
KEN,2003,529,2874,40,3302,608,602
KEN,2004,545,3079,55,3475,643,620
KEN,2005,558,3422,26,3626,673,637
KEN,2006,590,3585,212,3741,696,653
KEN,2007,598,3551,39,3873,729,671
KEN,2008,602,4098,65,3975,767,685
KEN,2009,622,3906,36,4059,803,758
KEN,2010,653,3948,224,4182,821,732
KEN,2011,671,4100,33,4315,835,762
KEN,2012,672,4298,73,4351,829,770
KEN,2013,659,4299,128,4361,817,778
KEN,2014,640,4365,0,4379,819,783
KEN,2015,637,4441,82,4319,815,783
KEN,2016,616,4402,98,4343,813,787
KEN,2017,620,4482,26,4413,824,803
KEN,2018,617,4564,134,4501,834,830
KEN,2019,614,4606,0,4595,846,829
KIR,1990,6,8,0,14,2,1
KIR,1991,6,6,0,14,2,1
KIR,1992,6,5,0,14,2,1
KIR,1993,6,4,0,14,2,1
KIR,1994,5,3,0,14,2,1
KIR,1995,5,3,0,14,2,1
KIR,1996,5,3,0,14,1,1
KIR,1997,5,3,0,15,1,1
KIR,1998,5,3,0,15,1,1
KIR,1999,5,3,0,16,1,1
KIR,2000,5,3,0,16,1,1
KIR,2001,6,3,0,17,1,1
KIR,2002,6,4,0,17,1,1
KIR,2003,6,4,0,18,1,1
KIR,2004,6,4,0,18,2,1
KIR,2005,6,4,0,19,2,1
KIR,2006,6,4,0,19,2,1
KIR,2007,6,4,0,20,2,1
KIR,2008,6,4,0,20,2,1
KIR,2009,6,4,0,20,2,1
KIR,2010,6,4,0,21,2,1
KIR,2011,6,5,0,21,2,1
KIR,2012,6,5,0,21,2,1
KIR,2013,6,5,0,21,2,1
KIR,2014,6,5,0,21,2,1
KIR,2015,6,5,0,21,2,1
KIR,2016,6,5,0,21,2,1
KIR,2017,6,5,0,21,2,1
KIR,2018,6,5,0,20,2,1
KIR,2019,6,5,0,21,2,1
KWT,1990,31,29,0,407,15,20
KWT,1991,27,34,0,364,14,16
KWT,1992,25,55,0,341,14,15
KWT,1993,23,45,0,337,15,15
KWT,1994,25,52,0,358,16,14
KWT,1995,27,32,0,371,16,10
KWT,1996,24,36,0,348,15,9
KWT,1997,25,30,2,394,17,10
KWT,1998,22,34,0,367,15,13
KWT,1999,23,41,0,407,14,13
KWT,2000,22,32,0,413,13,19
KWT,2001,19,39,0,372,14,18
KWT,2002,20,32,0,409,15,21
KWT,2003,19,57,0,416,15,22
KWT,2004,20,80,0,433,15,23
KWT,2005,20,47,0,471,16,26
KWT,2006,20,43,0,492,16,29
KWT,2007,20,44,0,493,17,31
KWT,2008,22,39,0,549,18,35
KWT,2009,22,35,0,519,18,81
KWT,2010,20,31,0,471,16,29
KWT,2011,19,25,0,462,15,28
KWT,2012,20,24,0,492,16,29
KWT,2013,20,25,0,498,16,29
KWT,2014,20,31,0,507,17,30
KWT,2015,21,34,0,523,17,31
KWT,2016,21,36,0,537,17,31
KWT,2017,22,38,0,551,18,32
KWT,2018,22,40,1,564,18,33
KWT,2019,23,42,0,583,19,34
KGZ,1990,644,574,0,1029,136,200
KGZ,1991,658,490,0,1012,145,213
KGZ,1992,641,580,58,922,150,216
KGZ,1993,656,632,0,871,169,230
KGZ,1994,685,685,162,829,188,247
KGZ,1995,675,656,0,790,193,251
KGZ,1996,642,606,0,734,180,237
KGZ,1997,609,518,0,684,169,226
KGZ,1998,570,486,1,656,160,213
KGZ,1999,520,471,0,636,148,195
KGZ,2000,459,455,8,676,133,172
KGZ,2001,427,417,7,726,125,161
KGZ,2002,405,412,12,792,117,159
KGZ,2003,379,396,43,862,115,156
KGZ,2004,355,411,47,888,109,143
KGZ,2005,344,439,23,938,107,141
KGZ,2006,348,421,13,1025,108,139
KGZ,2007,339,408,3,1075,107,133
KGZ,2008,327,398,80,1085,103,121
KGZ,2009,312,393,26,1054,93,112
KGZ,2010,317,410,11,1064,89,108
KGZ,2011,308,378,4,1073,86,104
KGZ,2012,303,340,12,1082,84,101
KGZ,2013,296,319,8,1093,81,97
KGZ,2014,290,293,9,1081,79,93
KGZ,2015,287,295,17,1061,78,86
KGZ,2016,269,257,11,987,74,79
KGZ,2017,263,247,45,972,72,78
KGZ,2018,264,284,0,983,75,79
KGZ,2019,265,297,0,987,77,80
LAO,1990,819,613,0,1184,73,154
LAO,1991,811,631,0,1190,72,151
LAO,1992,801,645,32,1204,71,149
LAO,1993,791,662,8,1215,70,147
LAO,1994,785,678,0,1223,69,144
LAO,1995,778,694,26,1234,68,142
LAO,1996,763,702,30,1233,67,139
LAO,1997,757,722,0,1239,66,137
LAO,1998,753,749,0,1252,65,135
LAO,1999,736,759,0,1258,64,132
LAO,2000,715,755,15,1242,61,127
LAO,2001,710,766,0,1260,60,125
LAO,2002,704,765,2,1255,59,123
LAO,2003,684,766,0,1251,58,119
LAO,2004,657,765,0,1242,56,115
LAO,2005,633,772,0,1238,54,111
LAO,2006,603,771,0,1232,52,107
LAO,2007,570,769,0,1219,50,103
LAO,2008,580,771,6,1235,51,104
LAO,2009,562,774,26,1226,49,102
LAO,2010,535,770,0,1201,47,98
LAO,2011,501,754,48,1177,45,94
LAO,2012,485,750,0,1152,44,91
LAO,2013,467,749,23,1150,43,90
LAO,2014,452,587,0,1154,32,88
LAO,2015,444,590,4,1130,32,88
LAO,2016,431,586,5,1129,32,86
LAO,2017,412,576,0,1118,31,84
LAO,2018,403,569,136,1111,30,84
LAO,2019,389,560,16,1096,30,82
WB,1990,26572,107540,532,103801,3424,8694
WB,1991,25906,112573,704,103620,3294,8496
WB,1992,25523,114161,576,104158,3218,8265
WB,1993,25277,118925,1754,105707,3125,8134
